question,example_answer,pred_answer,answer_exact_match,rationale
"There is three less than four times the number of students in Elementary School as there are in Middle School.  If the number of students in Middle school is 50, calculate the total number of students in both levels.",247,247,True,"Given that the number of students in Middle School is 50, we can calculate the number of students in Elementary School. Let's denote the number of students in Elementary School as E. 
From the information provided, we know that the number of students in Elementary School is three less than four times the number of students in Middle School. Therefore, we have the equation:
E = 4 * 50 - 3
E = 200 - 3
E = 197
The total number of students in both Elementary and Middle School is 197 (Elementary School) + 50 (Middle School) = 247."
Basil gets 1/2 of a  dog cookie in the morning and before bed.  She gets 2 whole cookies during the day.  Basil’s cookies are packaged with 45 cookies per box.  How many boxes will she need to last her for 30 days?,2,2,True,"To find out how many cookies Basil consumes in a day, we calculate:
- Half a cookie in the morning + Half a cookie before bed + 2 whole cookies during the day = 2.5 cookies per day.

For a month of 30 days, Basil would need:
30 days * 2.5 cookies/day = 75 cookies for the month.

Since there are 45 cookies in a box, Basil would need:
75 cookies / 45 cookies/box = 1.67 boxes.

Since Basil can't buy a fraction of a box, she would need to buy 2 boxes to last her for 30 days."
"Sally took 342 pens to her class of 44 students. If she gave 7 pens to each student, left half of the remainder in her locker, and took the rest home, how many did she take home?",17,17,True,"To determine the number of pens Sally took home, we first calculate the total number of pens she distributed to the students. Since she took 342 pens for 44 students, each student received 342 / 44 = 7 pens. The total pens distributed to the students was 7 * 44 = 308 pens. 
The remainder of pens after distributing to the students was 342 - 308 = 34 pens. Sally left half of the remainder in her locker, which is 34 / 2 = 17 pens. Therefore, Sally took home the remaining 17 pens."
"Olivia bought two packs of basketball cards at $3 each, and 5 decks of baseball cards at $4 each.  If she had one $50 bill, how much change did she receive?",24,24,True,"To calculate the total cost of the basketball cards and baseball cards, we need to multiply the cost per pack/deck by the number of packs/decks and sum them up. 
The total cost of the basketball cards is 2 packs * $3 = $6.
The total cost of the baseball cards is 5 decks * $4 = $20.
Therefore, the total cost of the items Olivia bought is $6 + $20 = $26.
Since Olivia had one $50 bill, the change she received would be $50 (bill) - $26 (total cost) = $24."
"James has barrels that he uses to store water.  They store 3 gallons more than twice as much as a large cask.  If he has 4 barrels and a cask stores 20 gallons, how much water can he store?",172,192,False,"The correct calculation for the total amount of water James can store is as follows:
- Given that a cask stores 20 gallons, twice as much as a cask stores 2 * 20 = 40 gallons.
- Adding 3 more gallons, each barrel stores 40 + 3 = 43 gallons.
- Since James has 4 barrels, the total amount of water he can store in barrels is 4 * 43 = 172 gallons.
- In addition to the barrels, James has a cask that stores 20 gallons.
- Therefore, the total amount of water James can store is 172 (barrels) + 20 (cask) = 192 gallons."
"Joe goes camping with his dad on a Friday. Joe's dad has 21 marshmallows, and Joe has four times as much marshmallows as his dad. If Joe’s dad roasts a third of his marshmallows, and Joe roasts half of his marshmallows, how many marshmallows did they roast in total?",49,49,True,"Joe's dad has 21 marshmallows, and Joe has 4 times as many, which means Joe has 4 * 21 = 84 marshmallows. If Joe's dad roasts a third of his marshmallows, he roasts 21 / 3 = 7 marshmallows. Joe roasts half of his marshmallows, so he roasts 84 / 2 = 42 marshmallows. Therefore, the total number of marshmallows they roasted together is 7 + 42 = 49."
"Every week of last month Paul tried out a new cake recipe.  The first week, he followed a cake recipe that called for 24 cups of sugar. Each week after that, he reduced the amount of sugar by half. How much sugar did he use for the cake on the fourth week?",3,3,True,"To find out how much sugar Paul used for the cake on the fourth week, we need to follow the pattern of reducing the sugar amount by half each week. 
- The first week: 24 cups of sugar
- The second week: 24 / 2 = 12 cups of sugar
- The third week: 12 / 2 = 6 cups of sugar
- The fourth week: 6 / 2 = 3 cups of sugar

Therefore, Paul used 3 cups of sugar for the cake on the fourth week."
Mr. Alonzo harvested 245.5 kg of tomatoes. He sold 125.5 kg to Mrs. Maxwell and 78 kg to Mr. Wilson. How many kilograms of tomatoes are not sold?,42,42,True,"To determine the kilograms of tomatoes that are not sold, we subtract the sum of tomatoes sold from the total harvested. 
Total harvested tomatoes: 245.5 kg
Tomatoes sold to Mrs. Maxwell: 125.5 kg
Tomatoes sold to Mr. Wilson: 78 kg
Kilograms of tomatoes not sold: 245.5 kg - 125.5 kg - 78 kg = 42 kg"
"How many apples did two men and three women buy at a certain store if the two men each bought 30 apples, 20 less than the number of apples bought by each woman?",210,210,True,"Let's denote the number of apples bought by each woman as W. It is given that each man bought 30 apples, which is 20 less than the number of apples bought by each woman. Therefore, the number of apples bought by each woman (W) is 30 + 20 = 50. 
The two men bought 30 apples each, so the total number of apples bought by the men is 2 * 30 = 60. Similarly, the total number of apples bought by the three women is 3 * 50 = 150. Therefore, the total number of apples bought by the two men and three women is 60 + 150 = 210."
John plays paintball 3 times a month.  Each time he plays he buys 3 boxes of paintballs.  They cost $25 per box.  How much does he spend a month on paintballs?,225,225,True,"The correct calculation for the total amount John spends on paintballs in a month is as follows:
- Number of boxes bought per month: 3 times a month * 3 boxes each time = 9 boxes
- Cost per box: $25
Therefore, the total amount spent on paintballs in a month is 9 boxes * $25 = $225."
"Kendra wants enough shirts that she only has to do laundry once every two weeks. She wears one shirt to school for each of the five weekdays. Three days a week, she changes into a different shirt for an after-school club. On Saturday, she wears one shirt all day. On Sunday, she wears a different shirt to church than she does for the rest of the day. How many shirts does she need to be able to only do laundry once every two weeks?",22,22,True,"To determine how many shirts Kendra needs to only do laundry once every two weeks, we can break down her weekly shirt usage:
- 5 shirts for the weekdays
- 3 different shirts for the after-school clubs (3 days)
- 1 shirt for Saturday
- 1 shirt for Sunday church
- 1 shirt for the rest of Sunday

This totals to 5 + 3 + 1 + 1 + 1 = 11 shirts per week. In two weeks, she would need 11 shirts * 2 = 22 shirts."
"Dani brings two and half dozen cupcakes for her 2nd-grade class.  There are 27 students (including Dani), 1 teacher, and 1 teacher’s aid.  If 3 students called in sick that day, how many cupcakes are left after Dani gives one to everyone in the class?",4,4,True,"To calculate the number of cupcakes left after Dani gives one to everyone in the class, we first determine the total number of individuals in the class, considering the sick students. There are 27 students + 1 teacher + 1 teacher’s aid = 29 people in the class. If 3 students are sick, the total number of people left in the class is 29 - 3 = 26. Since Dani brought 2.5 dozen cupcakes, which is equal to 30 cupcakes, and each person in the class receives one cupcake, the number of cupcakes left after giving one to everyone is 30 - 26 = 4 cupcakes."
James decides to start making his own coffee.  He buys a coffee machine for $200 and gets a $20 discount.  He figures it will cost him $3 a day to make his coffee.  He previously bought 2 coffees a day for $4 each.   How long until the machine pays for itself?,36,36,True,"To determine how long it will take for the coffee machine to pay for itself, we first need to calculate the daily savings from making his own coffee. 
James previously bought 2 coffees a day for $4 each, totaling $8 per day. With the coffee machine, it will cost him $3 a day. Therefore, the daily savings is $8 - $3 = $5.
After the $20 discount, the cost of the machine is $200 - $20 = $180. To find out how many days it will take for the machine to pay for itself, we divide the cost of the machine by the daily savings: $180 / $5 = 36 days."
